PID,Property Address,Property City,House Type,Sale Price(USD),Sale Date,Latitude,Longitude,Zone,Restaurants,Supermarkets,Liquor_Stores,Schools,Churches,Convenience_Store,Drug store,Fire_Station,Hospital,Bars
173,4710  TANGLEWOOD  DR,NASHVILLE,SINGLE FAMILY,540900,9/7/2021,36.2303905,-86.7155625,6,20,8,12,20,20,20,14,4,12,20
174,3013  HILLHURST  DR,NASHVILLE,SINGLE FAMILY,305000,9/7/2021,36.2285397,-86.7706434,6,20,8,10,20,20,20,14,4,17,20
175,3008  HILLHURST  DR,NASHVILLE,SINGLE FAMILY,260000,9/22/2021,36.2282094,-86.7693869,6,20,8,10,20,20,20,14,4,17,20
176,604  MAPLEWOOD  LN,NASHVILLE,SINGLE FAMILY,551000,9/22/2021,36.2278493,-86.7403998,6,20,13,14,20,20,20,19,4,13,20
177,3069  BUENAVIEW  BLVD,NASHVILLE,SINGLE FAMILY,237000,9/9/2021,36.2273747,-86.8302116,4,20,5,4,20,20,17,4,3,2,2
178,2929  STANWYCK  DR,NASHVILLE,SINGLE FAMILY,375000,9/28/2021,36.2260397,-86.7697992,6,20,7,10,20,20,20,14,4,17,20
179,2923  HILLHURST  DR,NASHVILLE,SINGLE FAMILY,122900,9/17/2021,36.2256445,-86.7637715,6,20,10,10,20,20,20,17,4,16,20
180,4117  EDWARDS  AVE,NASHVILLE,SINGLE FAMILY,355000,9/9/2021,36.2255079,-86.7368243,6,20,13,14,20,20,20,19,4,12,20
181,412  N CAMERON  CT,HERMITAGE,SINGLE FAMILY,348000,9/13/2021,36.2253194,-86.6003294,7,20,4,7,20,20,20,7,2,5,12
182,4120   UNION  ST,OLD HICKORY,VACANT RESIDENTIAL LAND,125000,9/20/2021,36.2250709,-86.6265816,7,20,5,8,20,20,20,7,2,4,12
183,4122   UNION  ST,OLD HICKORY,MOBILE HOME,125000,9/20/2021,36.225039,-86.626585,7,20,5,8,20,20,20,7,2,4,12
184,214  LEXINGTON  WAY,HERMITAGE,SINGLE FAMILY,475500,9/13/2021,36.2250216,-86.595798,7,20,4,7,20,20,20,7,2,5,12
185,1133  EASTDALE  AVE,NASHVILLE,SINGLE FAMILY,669000,9/3/2021,36.2247535,-86.7223429,6,20,11,13,20,20,20,14,4,13,20
186,3933   LUNN  DR,NASHVILLE,SINGLE FAMILY,337800,9/24/2021,36.2246015,-86.8491441,4,20,4,3,20,20,11,2,3,2,2
187,3116  REMINGTON PARK  CT,HERMITAGE,SINGLE FAMILY,355000,9/8/2021,36.2244721,-86.59434,7,20,4,7,20,20,20,7,2,5,11
188,902  MCMAHAN  AVE,NASHVILLE,SINGLE FAMILY,380000,9/13/2021,36.2243794,-86.7326984,6,20,13,14,20,20,20,16,4,12,20
189,3930   LUNN  DR,NASHVILLE,RESIDENTIAL CONDO,323200,9/28/2021,36.2243285,-86.8486688,4,20,4,3,20,20,11,2,3,2,2
190,3934   LUNN  DR,NASHVILLE,RESIDENTIAL CONDO,279100,9/21/2021,36.2243165,-86.8486133,4,20,4,3,20,20,11,2,3,2,2
191,930  OLD FOUNTAIN  PL,HERMITAGE,RESIDENTIAL CONDO,210000,9/15/2021,36.22425,-86.595223,7,20,4,7,20,20,20,7,2,5,12
192,715  VIRGINIA  AVE,NASHVILLE,DUPLEX,360000,9/11/2021,36.2238875,-86.7380805,6,20,13,12,20,20,20,18,5,12,20
193,1306   KENWOOD  DR,NASHVILLE,SINGLE FAMILY,524500,9/2/2021,36.2238617,-86.7182961,6,20,11,13,20,20,20,13,4,13,20
194,2628  JORDAN RIDGE  DR,NASHVILLE,SINGLE FAMILY,277000,9/24/2021,36.2236418,-86.8719599,4,18,3,2,13,20,6,2,1,0,0
195,768  GARRISON  DR,NASHVILLE,SINGLE FAMILY,270000,9/10/2021,36.2233187,-86.8161913,4,20,7,6,20,20,20,5,4,5,15
196,903 A  VIRGINIA  AVE,NASHVILLE,SINGLE FAMILY,577000,9/17/2021,36.2231262,-86.7323017,6,20,13,14,20,20,20,16,4,12,20
197,2044  HARVEST  LN,NASHVILLE,SINGLE FAMILY,400000,9/8/2021,36.2225901,-86.8689819,4,20,3,3,15,20,8,2,2,1,2
198,761   COTTAGE PARK  DR,NASHVILLE,RESIDENTIAL CONDO,370000,9/13/2021,36.22227,-86.7662337,6,20,8,9,20,20,20,16,4,17,20
199,4226  WOODS  ST,OLD HICKORY,SINGLE FAMILY,240000,9/23/2021,36.2219527,-86.6235709,7,20,5,8,20,20,20,6,2,5,13
200,2417  PLEASANT SPRINGS  LN,HERMITAGE,SINGLE FAMILY,350000,9/15/2021,36.2218983,-86.5929125,7,20,4,7,20,20,20,7,2,5,12
201,503 A BEN ALLEN  RD,NASHVILLE,SINGLE FAMILY,405500,9/2/2021,36.2218648,-86.7456176,6,20,10,12,20,20,20,17,4,14,20
202,204  HODGE  CIR,NASHVILLE,SINGLE FAMILY,375000,9/20/2021,36.2217224,-86.8471504,4,20,5,3,20,20,11,2,3,4,2
203,410  HUNTERS  PL,HERMITAGE,RESIDENTIAL CONDO,222000,9/17/2021,36.221671,-86.597189,7,20,4,7,20,20,20,7,2,5,12
204,308  BRANDIWOOD  CT,OLD HICKORY,SINGLE FAMILY,322000,9/7/2021,36.2215074,-86.6273121,7,20,5,8,20,20,20,7,2,6,12
205,2436  PLEASANT SPRINGS  LN,HERMITAGE,SINGLE FAMILY,320000,9/1/2021,36.2212761,-86.5921332,7,20,4,6,20,20,20,7,2,5,12
206,814  BEXHILL  CT N,HERMITAGE,SINGLE FAMILY,316000,9/2/2021,36.2210382,-86.6001718,7,20,4,7,20,20,20,7,2,7,13
207,624  CATO RIDGE  LN,NASHVILLE,SINGLE FAMILY,325000,9/23/2021,36.2205103,-86.876936,4,14,3,2,12,20,5,1,1,1,0
208,926  CURDWOOD  BLVD,NASHVILLE,SINGLE FAMILY,580000,9/16/2021,36.2204926,-86.7314802,6,20,12,12,20,20,20,16,4,12,20
209,3851  SAUNDERS  AVE,NASHVILLE,SINGLE FAMILY,389000,9/24/2021,36.2203953,-86.7356848,6,20,11,12,20,20,20,17,5,12,20
210,1890  BROOKMEADOW  LN,HERMITAGE,SINGLE FAMILY,350000,9/24/2021,36.2203324,-86.5931972,7,20,4,7,20,20,20,7,2,6,12
211,600  HARDIN SHIRE  DR,OLD HICKORY,SINGLE FAMILY,303800,9/8/2021,36.2199896,-86.6277924,7,20,5,8,20,20,20,7,2,6,13
212,4606  CONWAY  CT,OLD HICKORY,SINGLE FAMILY,305000,9/20/2021,36.219981,-86.6257369,7,20,5,8,20,20,20,6,2,7,13
213,1208  WEMBLEY  DR,HERMITAGE,SINGLE FAMILY,333000,9/22/2021,36.2199618,-86.6010386,7,20,4,7,20,20,20,7,2,11,13
214,1044  RAMBLING BROOK  RD,NASHVILLE,SINGLE FAMILY,361000,9/21/2021,36.2197262,-86.8671597,4,20,3,3,16,20,8,2,2,1,2
215,1849  BROOKMEADOW  LN,HERMITAGE,SINGLE FAMILY,342500,9/17/2021,36.2197239,-86.5926455,7,20,4,6,20,20,20,7,2,7,12
216,4726  CASCADE  DR,OLD HICKORY,ZERO LOT LINE,217000,9/14/2021,36.219492,-86.589831,7,20,4,6,20,20,20,6,2,6,12
217,4307  WOODS  ST,OLD HICKORY,SINGLE FAMILY,125000,9/20/2021,36.2192641,-86.6232066,7,20,5,8,20,20,20,6,2,9,13
218,1318   CARDINAL  AVE,NASHVILLE,RESIDENTIAL CONDO,499000,9/16/2021,36.2188161,-86.7150515,6,20,11,12,20,20,20,13,4,13,20
219,1317   GREENLAND  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,125000,9/23/2021,36.2186832,-86.715185,6,20,11,12,20,20,20,13,4,13,20
220,3325  KINGS  LN,NASHVILLE,SINGLE FAMILY,211000,9/23/2021,36.2185207,-86.8349174,4,20,5,5,20,20,19,4,4,6,5
221,312  GRIFFIN  PL,HERMITAGE,RESIDENTIAL CONDO,287000,9/20/2021,36.2183746,-86.59434,7,20,4,6,20,20,20,7,2,11,12
222,3328  BROME  LN,NASHVILLE,SINGLE FAMILY,440000,9/16/2021,36.2181566,-86.8641549,4,20,3,3,17,20,7,2,2,2,2
223,3808   HUTSON  AVE,NASHVILLE,RESIDENTIAL CONDO,475000,9/22/2021,36.2179737,-86.7415912,6,20,11,17,20,20,20,17,5,13,20
224,2738  COMBS  DR,NASHVILLE,SINGLE FAMILY,307000,9/13/2021,36.2179605,-86.7930587,4,20,10,11,20,20,20,12,6,13,20
225,729  RINGGOLD  DR,NASHVILLE,SINGLE FAMILY,265000,9/7/2021,36.2178095,-86.8128352,4,20,8,9,20,20,20,7,4,5,20
226,4333  EATONS CREEK  RD,NASHVILLE,SINGLE FAMILY,415000,9/22/2021,36.21768,-86.86633,4,20,3,3,17,20,7,2,2,2,2
227,2801  DICKERSON  PIKE,NASHVILLE,SPLIT CLASS,660000,9/15/2021,36.2174341,-86.762397,6,20,8,15,20,20,20,15,4,17,20
228,3825  BURRUS  ST,NASHVILLE,SINGLE FAMILY,330000,9/2/2021,36.217104,-86.7330128,6,20,11,14,20,20,20,17,6,12,20
229,1219  ARDEE  AVE,NASHVILLE,SINGLE FAMILY,297000,9/10/2021,36.2170625,-86.722166,6,20,10,10,20,20,20,14,5,12,20
230,765  JAYWOOD  DR,OLD HICKORY,SINGLE FAMILY,299000,9/7/2021,36.2170412,-86.6311318,7,20,4,8,20,20,20,6,2,10,13
231,1213  NORVEL  AVE,NASHVILLE,SINGLE FAMILY,300000,9/2/2021,36.2170406,-86.7260177,6,20,11,11,20,20,20,14,5,12,20
232,777  JAYWOOD  DR,OLD HICKORY,SINGLE FAMILY,366800,9/4/2021,36.216887,-86.6317919,7,20,4,8,20,20,20,6,2,10,13
233,1333  MCALPINE  AVE,NASHVILLE,SINGLE FAMILY,281100,9/16/2021,36.2161187,-86.7155232,6,20,10,10,20,20,20,13,4,12,20
234,797  GILLOCK  ST,NASHVILLE,SINGLE FAMILY,499900,9/10/2021,36.2159856,-86.7354883,6,20,11,17,20,20,20,17,5,12,20
235,1461  AARONWOOD  DR,OLD HICKORY,SINGLE FAMILY,379000,9/10/2021,36.2158288,-86.6272946,7,20,5,8,20,20,20,6,2,13,13
236,100  CHITWOOD  CT,OLD HICKORY,SINGLE FAMILY,380000,9/14/2021,36.2157699,-86.6250674,7,20,5,8,20,20,20,6,2,13,13
237,2841  OLD MATTHEWS  RD,NASHVILLE,SINGLE FAMILY,285700,9/16/2021,36.2154522,-86.7950799,4,20,11,12,20,20,20,11,6,7,20
238,1437  AARONWOOD  DR,OLD HICKORY,SINGLE FAMILY,343000,9/14/2021,36.2152103,-86.6263017,7,20,5,8,20,20,20,6,2,13,13
239,636  REHNEA  DR,OLD HICKORY,SINGLE FAMILY,315000,9/24/2021,36.2143871,-86.5837955,7,20,4,6,20,20,20,7,2,11,12
240,3905  TUCKER  RD,NASHVILLE,SINGLE FAMILY,187500,9/24/2021,36.21364,-86.8263307,4,20,5,5,20,20,20,5,4,7,12
241,4017  MEADOW  RD,NASHVILLE,SINGLE FAMILY,266000,9/10/2021,36.2135353,-86.8402109,4,20,5,4,20,20,20,4,4,5,8
242,520  RALIEGH  DR,HERMITAGE,DUPLEX,709500,9/23/2021,36.2135345,-86.5904456,7,20,4,6,20,20,20,7,2,12,12
243,517  RALIEGH  DR,HERMITAGE,DUPLEX,709500,9/23/2021,36.2130807,-86.5898474,7,20,4,6,20,20,20,7,2,12,12
244,528  RALIEGH  DR,HERMITAGE,DUPLEX,709500,9/23/2021,36.2130117,-86.5903992,7,20,4,6,20,20,20,7,2,12,12
245,504  YOKLEY  RD,NASHVILLE,SINGLE FAMILY,250000,9/10/2021,36.2123676,-86.789801,4,20,13,15,20,20,20,15,7,12,20
246,1429  ARDEE  AVE,NASHVILLE,SINGLE FAMILY,398000,9/1/2021,36.2122952,-86.7150908,6,20,9,10,20,20,20,13,4,13,20
247,104   DUELER  DR,HERMITAGE,SINGLE FAMILY,374500,9/8/2021,36.2121564,-86.5834035,7,20,4,6,20,20,20,7,2,12,12
248,1452  MCALPINE  AVE,NASHVILLE,SINGLE FAMILY,440000,9/2/2021,36.2118152,-86.7125907,6,20,9,10,20,20,20,13,4,8,20
249,4544  ANDREW JACKSON  PKWY,HERMITAGE,SINGLE FAMILY,317000,9/24/2021,36.2117787,-86.5991867,7,20,5,7,20,20,20,7,2,12,13
250,525  FRANKFORT  DR,HERMITAGE,SINGLE FAMILY,334000,9/1/2021,36.2113483,-86.5959556,7,20,5,7,20,20,20,7,2,12,13
251,2812  STOKERS  LN N,NASHVILLE,SINGLE FAMILY,364000,9/8/2021,36.2109264,-86.8128156,4,20,10,11,20,20,20,8,5,20,20
252,2529  SLAYDON  DR,NASHVILLE,SINGLE FAMILY,350000,9/13/2021,36.2108891,-86.7521459,6,20,9,16,20,20,20,15,5,14,20
253,173  BROOKE CASTLE  DR,HERMITAGE,RESIDENTIAL CONDO,174000,9/10/2021,36.2101491,-86.5903206,7,20,4,6,20,20,20,7,2,12,13
254,1263  N AVONDALE  CIR,NASHVILLE,SINGLE FAMILY,490000,9/13/2021,36.2100379,-86.7803017,4,20,10,20,20,20,20,17,6,17,20
255,3516  GOLF  ST,NASHVILLE,SINGLE FAMILY,400000,9/2/2021,36.2097453,-86.7225198,6,20,11,15,20,20,20,12,5,12,20
256,4004  ENCHANTED  WAY,NASHVILLE,SINGLE FAMILY,290000,9/24/2021,36.2093567,-86.8620843,4,20,4,3,18,20,12,2,3,2,3
257,0  BRICK CHURCH  PIKE,NASHVILLE,VACANT RURAL LAND,500000,9/27/2021,36.21103,-86.778897,5,20,10,20,20,20,20,17,7,17,20
258,3718  INGLEWOOD  CIR S,NASHVILLE,SINGLE FAMILY,545000,9/27/2021,36.2084038,-86.7199257,6,20,11,15,20,20,20,11,5,12,20
259,5005  ROWENA  DR,HERMITAGE,SINGLE FAMILY,260000,9/17/2021,36.2083663,-86.5850639,7,20,4,5,20,20,20,7,2,12,13
260,2042  OAKWOOD  AVE,NASHVILLE,SINGLE FAMILY,325000,9/3/2021,36.2083028,-86.7524246,6,20,9,16,20,20,20,14,6,15,20
261,4409  JUNEAU  DR,HERMITAGE,SINGLE FAMILY,300200,9/17/2021,36.2079053,-86.6067317,7,20,5,7,20,20,20,8,2,12,13
262,639  DENVER  DR,HERMITAGE,SINGLE FAMILY,375000,9/15/2021,36.2078735,-86.5988715,7,20,5,7,20,20,20,7,2,12,13
263,338  QUEEN  AVE,NASHVILLE,DUPLEX,615000,9/21/2021,36.2076403,-86.7596675,6,20,9,17,20,20,20,16,6,15,20
264,209 B  DUKE  ST,NASHVILLE,RESIDENTIAL CONDO,445000,9/16/2021,36.2076086,-86.7647729,6,20,10,20,20,20,20,17,6,16,20
265,524  NORTON  AVE,NASHVILLE,SINGLE FAMILY,390000,9/15/2021,36.2069963,-86.7546402,6,20,9,16,20,20,20,16,6,15,20
266,3819  MOSS ROSE  DR,NASHVILLE,SINGLE FAMILY,516500,9/3/2021,36.2069637,-86.7013697,6,20,3,11,20,20,20,11,4,6,20
267,7025  BONNAMERE  DR,HERMITAGE,SINGLE FAMILY,300000,9/20/2021,36.2069349,-86.6362112,7,20,5,7,20,20,20,7,3,16,15
268,209  PRINCE  AVE,NASHVILLE,DUPLEX,615000,9/21/2021,36.2068185,-86.7652485,6,20,11,20,20,20,20,18,6,16,20
269,377  MONACO  DR,HERMITAGE,RESIDENTIAL CONDO,209900,9/21/2021,36.206764,-86.613684,7,20,5,8,20,20,20,8,2,13,13
270,2908  SHADOW  LN,NASHVILLE,SINGLE FAMILY,407500,9/7/2021,36.2066322,-86.7031784,6,20,3,11,20,20,20,11,5,6,20
271,210  BONNACLIFF  CT,HERMITAGE,SINGLE FAMILY,440000,9/22/2021,36.206447,-86.6308956,7,20,4,8,20,20,20,7,2,16,12
272,500  WESLEY  AVE,NASHVILLE,SINGLE FAMILY,315000,9/29/2021,36.205901,-86.7572128,6,20,9,19,20,20,20,17,6,15,20
273,4258  SWEDEN  DR,HERMITAGE,SINGLE FAMILY,290000,9/8/2021,36.2058189,-86.6179683,7,20,5,8,20,20,20,8,2,14,13
274,401  RACHELS  CT W,HERMITAGE,ZERO LOT LINE,195000,9/2/2021,36.2056243,-86.6047579,7,20,5,7,20,20,20,7,2,12,13
275,705  RACHELS  TRL,HERMITAGE,ZERO LOT LINE,211500,9/10/2021,36.2054241,-86.6054018,7,20,5,7,20,20,20,7,2,12,13
276,916 A THOMAS  AVE,NASHVILLE,RESIDENTIAL CONDO,424900,9/19/2021,36.2052875,-86.7426588,6,20,8,18,20,20,20,14,4,14,20
277,4828  LEESA ANN  LN,HERMITAGE,SINGLE FAMILY,265000,9/9/2021,36.2050973,-86.587601,7,20,4,5,20,20,20,7,2,12,13
278,1721  LUTON  ST,NASHVILLE,SINGLE FAMILY,235000,9/13/2021,36.2048548,-86.7671094,6,20,12,20,20,20,20,19,8,19,20
279,696  BELGIUM  DR,HERMITAGE,SINGLE FAMILY,251100,9/9/2021,36.2045187,-86.5970589,7,20,5,7,20,20,20,7,2,12,13
280,1112 B  MCGAVOCK  PIKE,NASHVILLE,RESIDENTIAL CONDO,549900,9/15/2021,36.2043625,-86.7364611,6,20,8,18,20,20,20,13,5,13,20
281,904  COINTREAU  DR,HERMITAGE,SINGLE FAMILY,355000,9/7/2021,36.2042747,-86.6004082,7,20,5,7,20,20,20,7,2,12,13
282,318  BONNAHURST  DR,HERMITAGE,SINGLE FAMILY,260000,9/3/2021,36.2039349,-86.630423,7,20,5,8,20,20,20,7,2,17,16
283,2211  BERRYWOOD  RD,NASHVILLE,SINGLE FAMILY,420000,9/10/2021,36.203824,-86.7119852,6,20,7,16,20,20,20,12,6,6,20
284,530   EDWIN  ST,NASHVILLE,RESIDENTIAL CONDO,459300,9/17/2021,36.2034351,-86.7550335,6,20,10,20,20,20,20,18,6,15,20
285,2400   LLOYD  AVE,NASHVILLE,RESIDENTIAL CONDO,315000,9/10/2021,36.2033332,-86.8309183,4,20,7,8,20,20,20,7,5,20,20
286,1124 B  LELAND  AVE,NASHVILLE,RESIDENTIAL CONDO,445000,9/8/2021,36.2033263,-86.7357802,6,20,8,18,20,20,20,12,5,13,20
287,2108  GENEIVA  DR,NASHVILLE,SINGLE FAMILY,370000,9/16/2021,36.2032927,-86.7204366,6,20,9,20,20,20,20,11,5,5,20
288,2104  GENEIVA  DR,NASHVILLE,SINGLE FAMILY,369900,9/15/2021,36.2032363,-86.7199257,6,20,9,20,20,20,20,11,6,5,20
289,4309  ANDREW JACKSON  PKWY,HERMITAGE,DUPLEX,325000,9/23/2021,36.2031336,-86.606521,7,20,5,7,20,20,20,7,2,13,13
290,2607   ALPINE PARK  AVE,NASHVILLE,RESIDENTIAL CONDO,501000,9/24/2021,36.2030252,-86.8282977,4,20,8,9,20,20,20,7,5,20,20
291,2613   ALPINE PARK  AVE,NASHVILLE,RESIDENTIAL CONDO,430000,9/9/2021,36.203006,-86.8282778,4,20,8,9,20,20,20,7,5,20,20
292,2909  DAVIS  AVE,NASHVILLE,SINGLE FAMILY,550000,9/16/2021,36.2029005,-86.7371386,6,20,8,18,20,20,20,12,5,13,20
293,1717  HANOVER  RD,NASHVILLE,SINGLE FAMILY,417900,9/1/2021,36.2027822,-86.720358,6,20,9,20,20,20,20,11,6,5,20
294,3724  MOSS ROSE  DR,NASHVILLE,DUPLEX,375000,9/9/2021,36.2025645,-86.6977324,6,20,3,11,20,20,20,9,4,6,20
295,2909  BRANCH  CT,NASHVILLE,SINGLE FAMILY,375000,9/17/2021,36.2025227,-86.7263714,6,20,8,18,20,20,20,10,5,3,20
296,2909 A  BRANCH  CT,NASHVILLE,RESIDENTIAL CONDO,375000,9/17/2021,36.2025227,-86.7263714,6,20,8,18,20,20,20,10,5,3,20
297,2909 B  BRANCH  CT,NASHVILLE,VACANT RESIDENTIAL LAND,375000,9/17/2021,36.2025227,-86.7263714,6,20,8,18,20,20,20,10,5,3,20
298,1414  HUFFINE  ST,NASHVILLE,SINGLE FAMILY,650000,9/15/2021,36.2024818,-86.7310873,6,20,8,18,20,20,20,11,5,6,20
299,905  SPAIN  AVE,NASHVILLE,SINGLE FAMILY,250000,9/15/2021,36.2022996,-86.7462143,6,20,8,18,20,20,20,14,5,12,20
300,8416  TERRY  LN,HERMITAGE,SINGLE FAMILY,337000,9/10/2021,36.2020654,-86.6106515,7,20,5,7,20,20,20,7,2,13,13
301,902   SPAIN  AVE,NASHVILLE,RESIDENTIAL CONDO,603600,9/17/2021,36.2019279,-86.7465679,6,20,8,19,20,20,20,14,5,12,20
302,1818  JOY  CIR,NASHVILLE,SINGLE FAMILY,505000,9/1/2021,36.2018246,-86.7607672,6,20,11,20,20,20,20,19,6,17,20
303,2100  STRATFORD  AVE,NASHVILLE,SINGLE FAMILY,310000,9/2/2021,36.2015397,-86.7167418,6,20,8,20,20,20,20,11,6,6,20
304,8310  LUREE  LN,HERMITAGE,SINGLE FAMILY,330000,9/14/2021,36.2014826,-86.6153774,7,20,5,7,20,20,20,7,2,15,13
305,2838  BRONTE  AVE,NASHVILLE,SINGLE FAMILY,270000,9/10/2021,36.2014291,-86.7358875,6,20,8,18,20,20,20,12,5,9,20
306,146  PIEDMONT  AVE,NASHVILLE,SINGLE FAMILY,430000,9/15/2021,36.2013704,-86.719847,6,20,9,20,20,20,20,10,6,6,20
307,2533  MCGINNIS  DR,NASHVILLE,SINGLE FAMILY,499100,9/6/2021,36.2013067,-86.6989711,6,20,4,11,20,20,20,10,5,6,20
308,2419  MCGINNIS  DR,NASHVILLE,SINGLE FAMILY,345000,9/1/2021,36.2011303,-86.7018023,6,20,4,11,20,20,20,10,5,6,20
309,2309  SCOTT  AVE,NASHVILLE,SINGLE FAMILY,585000,9/15/2021,36.2010801,-86.732502,6,20,8,18,20,20,20,11,5,5,20
310,2308 A  SCOTT  AVE,NASHVILLE,RESIDENTIAL CONDO,517000,9/28/2021,36.2010749,-86.7331923,6,20,8,18,20,20,20,11,5,5,20
311,334  MARSHALL  ST,NASHVILLE,SINGLE FAMILY,385000,9/24/2021,36.2010659,-86.763261,6,20,12,20,20,20,20,20,7,17,20
312,2432  RIDGELAND  DR,NASHVILLE,SINGLE FAMILY,390000,9/27/2021,36.2010642,-86.6778896,7,20,4,12,20,20,20,6,3,5,20
313,1140   HARMONY  WAY,NASHVILLE,RESIDENTIAL CONDO,549900,9/7/2021,36.2009948,-86.7535858,6,20,10,20,20,20,20,18,6,14,20
314,1036  BURCHWOOD  AVE,NASHVILLE,RESIDENTIAL CONDO,600000,9/2/2021,36.2009725,-86.7408073,6,20,8,18,20,20,20,13,5,11,20
315,1002  SPAIN  AVE,NASHVILLE,DUPLEX,430000,9/8/2021,36.2007752,-86.7431107,6,20,8,18,20,20,20,13,5,11,20
316,2504  MCGINNIS  DR,NASHVILLE,DUPLEX,375000,9/14/2021,36.2005418,-86.7011928,6,20,4,11,20,20,20,10,5,6,20
317,337  PULLEN  AVE,NASHVILLE,SINGLE FAMILY,389900,9/21/2021,36.2004481,-86.7631918,6,20,12,20,20,20,20,19,7,17,20
318,2170 B ROCK CITY  ST,NASHVILLE,ZERO LOT LINE,363000,9/10/2021,36.2002561,-86.7281073,6,20,8,18,20,20,20,10,5,3,20
319,2300  DUNDEE  LN,NASHVILLE,SINGLE FAMILY,356000,9/22/2021,36.2002172,-86.6840262,7,20,3,13,20,20,20,6,4,5,20
320,2170 A ROCK CITY  ST,NASHVILLE,ZERO LOT LINE,368000,9/15/2021,36.2001879,-86.7281169,6,20,8,18,20,20,20,10,5,3,20
321,1703  LITTON  AVE,NASHVILLE,SINGLE FAMILY,405000,9/21/2021,36.2000176,-86.7219292,6,20,9,20,20,20,20,9,6,5,20
322,5005  BONNALYNN  DR,HERMITAGE,SINGLE FAMILY,286000,9/20/2021,36.1997576,-86.632684,7,20,5,9,20,20,20,7,2,18,18
323,3908  BONNAVISTA  DR,HERMITAGE,SINGLE FAMILY,298500,9/24/2021,36.1995486,-86.6296476,7,20,5,9,20,20,20,7,2,18,17
324,232  BONNALYNN  DR,HERMITAGE,SINGLE FAMILY,305000,9/3/2021,36.1995232,-86.6285644,7,20,5,9,20,20,20,7,2,17,17
325,5002  BONNAVISTA  DR,HERMITAGE,SINGLE FAMILY,290000,9/3/2021,36.1994609,-86.6340063,7,20,5,9,20,20,20,7,3,18,18
326,3106   CURTIS  ST,NASHVILLE,SINGLE FAMILY,306900,9/13/2021,36.1990617,-86.8278585,4,20,11,10,20,20,20,8,6,20,20
327,695  MERCER  DR,HERMITAGE,ZERO LOT LINE,185300,9/27/2021,36.1988871,-86.6006993,7,20,5,6,20,20,20,7,2,13,13
328,1118  DELMAS  AVE,NASHVILLE,SINGLE FAMILY,480000,9/16/2021,36.198845,-86.7391032,6,20,8,18,20,20,20,11,6,6,20
329,1124  RICHARD LEE  CIR,HERMITAGE,SINGLE FAMILY,268900,9/23/2021,36.1987562,-86.5984775,7,20,5,6,20,20,20,7,2,13,13
330,918  WARD  ST,NASHVILLE,SINGLE FAMILY,415100,9/8/2021,36.1977132,-86.7528333,6,20,10,20,20,20,20,17,6,11,20
331,3006   MARTHA  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,160000,9/9/2021,36.1975253,-86.7457387,6,20,9,20,20,20,20,17,5,8,20
332,1406  LISCHEY  AVE,NASHVILLE,SINGLE FAMILY,495000,9/20/2021,36.1973286,-86.7629075,6,20,13,20,20,20,20,18,9,16,20
333,1241  ANDREW DONELSON  DR,HERMITAGE,SINGLE FAMILY,390000,9/9/2021,36.1971646,-86.6050967,7,20,5,7,20,20,20,7,2,13,13
334,800  BLUE RIDGE  DR,NASHVILLE,SINGLE FAMILY,749900,9/3/2021,36.1971167,-86.7566237,6,20,11,20,20,20,20,17,7,15,20
335,1620  PORTER  AVE,NASHVILLE,SINGLE FAMILY,385000,9/22/2021,36.1969385,-86.7243081,6,20,9,20,20,20,20,10,6,5,20
336,1253  ANDREW DONELSON  DR,HERMITAGE,SINGLE FAMILY,362500,9/14/2021,36.1967098,-86.6054907,7,20,5,6,20,20,20,7,2,13,14
337,1616   EMERSON  ST,NASHVILLE,RESIDENTIAL CONDO,343000,9/22/2021,36.1964579,-86.7344829,6,20,8,18,20,20,20,11,5,5,20
338,1609 A CAHAL  AVE,NASHVILLE,SINGLE FAMILY,397500,9/1/2021,36.1961673,-86.734856,6,20,8,18,20,20,20,11,6,5,20
339,2101   PORTER  RD,NASHVILLE,RESIDENTIAL CONDO,650000,9/3/2021,36.1960886,-86.7156804,6,20,6,18,20,20,20,10,6,6,20
340,50   FERN  AVE,NASHVILLE,RESIDENTIAL CONDO,590000,9/15/2021,36.1956299,-86.7769507,4,20,15,20,20,20,20,20,9,20,20
341,1322  MERIDIAN  ST,NASHVILLE,SINGLE FAMILY,540000,9/13/2021,36.1956297,-86.7674628,6,20,14,20,20,20,20,18,10,20,20
342,1329 A  PENNOCK  AVE,NASHVILLE,SINGLE FAMILY,650000,9/8/2021,36.195459,-86.76543,6,20,14,20,20,20,20,18,9,20,20
343,1321  STAINBACK  AVE,NASHVILLE,SINGLE FAMILY,360000,9/17/2021,36.195328,-86.7641249,6,20,14,20,20,20,20,18,9,20,20
344,2401  INGA  ST,NASHVILLE,DUPLEX,408200,9/13/2021,36.1952307,-86.7518906,6,20,11,20,20,20,20,17,7,11,20
345,1315 B  MERIDIAN  ST,NASHVILLE,SINGLE FAMILY,605000,9/13/2021,36.1951065,-86.766913,6,20,14,20,20,20,20,18,10,20,20
346,1311  N 5TH  ST,NASHVILLE,SINGLE FAMILY,275000,9/7/2021,36.1950431,-86.7614152,6,20,13,20,20,20,20,18,9,16,20
